STATE,SIC,ENTRSIZE,FIRM,ESTB,EMPL,EMPLFL,PAYR,PAYRFL,RCPT,RCPTFL,STATEDSCR,SICDSCR,ENTRSIZEDSCR
25,07--,03,1354,1354,2725,,78577,,324796,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",1-4 employees
25,07--,04,460,461,3013,,63013,,213298,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",5-9 employees
25,07--,06,159,160,1847,,41113,,117116,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",10-14 employees
25,07--,07,70,70,1173,,26750,,68045,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",15-19 employees
25,07--,08,3201,3203,8758,,239488,,873121,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",< 20 employees
25,07--,10,31,31,0,[f],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING",20-24 employees
25,07--,11,16,16,421,,7955,,18119,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",25-29 employees
25,07--,12,9,9,0,[e],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING",30-34 employees
25,07--,13,5,5,0,[c],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING",35-39 employees
25,07--,14,5,5,0,[c],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING",40-44 employees
25,07--,15,5,5,232,,6214,,24396,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",45-49 employees
25,07--,16,2,2,0,[c],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING",50-54 employees
25,07--,17,3,3,168,,4440,,11719,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",55-59 employees
25,07--,18,1,1,0,[b],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING",60-64 employees
25,07--,19,2,2,0,[c],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING",65-69 employees
25,07--,24,3,3,277,,8019,,17905,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",90-94 employees
25,07--,27,3286,3295,11884,,321067,,1077636,,Massachusetts,"AG. SERVICES, FORESTRY, FISHING",< 500 employees
25,07--,31,1,6,0,[b],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING","1,500-2,499 employees"
25,07--,32,5,21,0,[f],0,(D),0,(D),Massachusetts,"AG. SERVICES, FORESTRY, FISHING","2,500 + employees"
25,10--,01,85,95,1379,,67825,,164980,,Massachusetts,MINING,Total
25,10--,02,6,6,0,,105,,453,,Massachusetts,MINING,0 employees
25,10--,03,26,26,52,,2425,,10172,,Massachusetts,MINING,1-4 employees
25,10--,04,12,12,81,,3022,,10029,,Massachusetts,MINING,5-9 employees
25,10--,06,8,8,98,,4302,,14153,,Massachusetts,MINING,10-14 employees
25,10--,07,8,8,124,,5141,,18185,,Massachusetts,MINING,15-19 employees
25,10--,08,60,60,355,,14995,,52992,,Massachusetts,MINING,< 20 employees
25,10--,10,2,2,0,[b],0,(D),0,(D),Massachusetts,MINING,20-24 employees
25,10--,11,4,4,110,,3854,,14020,,Massachusetts,MINING,25-29 employees
25,10--,12,1,1,0,[a],0,(D),0,(D),Massachusetts,MINING,30-34 employees
25,10--,13,1,1,0,[b],0,(D),0,(D),Massachusetts,MINING,35-39 employees
25,10--,14,1,1,0,[b],0,(D),0,(D),Massachusetts,MINING,40-44 employees
25,10--,16,2,2,0,[b],0,(D),0,(D),Massachusetts,MINING,50-54 employees
25,10--,20,1,6,0,[b],0,(D),0,(D),Massachusetts,MINING,70-74 employees
25,10--,23,1,1,0,[a],0,(D),0,(D),Massachusetts,MINING,85-89 employees
25,10--,24,1,1,0,[b],0,(D),0,(D),Massachusetts,MINING,90-94 employees
25,10--,27,78,85,949,,40940,,134447,,Massachusetts,MINING,< 500 employees
25,10--,29,1,1,0,[a],0,(D),0,(D),Massachusetts,MINING,500-999 employees
25,10--,30,1,3,0,[b],0,(D),0,(D),Massachusetts,MINING,"1,000-1,499 employees"
25,10--,32,5,6,0,[e],0,(D),0,(D),Massachusetts,MINING,"2,500 + employees"
25,15--,01,15098,15177,97285,,3923763,,20103797,,Massachusetts,CONSTRUCTION,Total
25,15--,02,2455,2455,0,,86463,,657062,,Massachusetts,CONSTRUCTION,0 employees
25,15--,03,7964,7964,16377,,488761,,2894120,,Massachusetts,CONSTRUCTION,1-4 employees
25,15--,04,2474,2474,15868,,506117,,2272741,,Massachusetts,CONSTRUCTION,5-9 employees
25,15--,06,856,857,9996,,352959,,1531666,,Massachusetts,CONSTRUCTION,10-14 employees
25,15--,07,406,407,6807,,256425,,1039003,,Massachusetts,CONSTRUCTION,15-19 employees
25,15--,08,14155,14157,49048,,1690725,,8394592,,Massachusetts,CONSTRUCTION,< 20 employees
25,15--,10,250,255,5385,,221863,,836562,,Massachusetts,CONSTRUCTION,20-24 employees
25,15--,11,148,148,3947,,166509,,907320,,Massachusetts,CONSTRUCTION,25-29 employees
25,15--,12,117,117,3696,,154837,,653592,,Massachusetts,CONSTRUCTION,30-34 employees
25,15--,13,60,60,2218,,89451,,393208,,Massachusetts,CONSTRUCTION,35-39 employees
25,15--,14,48,49,2016,,89702,,358376,,Massachusetts,CONSTRUCTION,40-44 employees
25,15--,15,42,44,1915,,76005,,379098,,Massachusetts,CONSTRUCTION,45-49 employees
25,15--,16,29,29,1487,,58473,,301868,,Massachusetts,CONSTRUCTION,50-54 employees
25,15--,17,25,25,1424,,59820,,222976,,Massachusetts,CONSTRUCTION,55-59 employees
25,15--,18,20,20,1201,,64062,,316602,,Massachusetts,CONSTRUCTION,60-64 employees
25,15--,19,15,15,1004,,43871,,245622,,Massachusetts,CONSTRUCTION,65-69 employees
25,15--,20,12,12,858,,37345,,217096,,Massachusetts,CONSTRUCTION,70-74 employees
25,15--,21,13,15,918,,37487,,136744,,Massachusetts,CONSTRUCTION,75-79 employees
25,15--,22,8,8,609,,37364,,151820,,Massachusetts,CONSTRUCTION,80-84 employees
25,15--,23,10,11,859,,35601,,167991,,Massachusetts,CONSTRUCTION,85-89 employees
25,15--,24,14,14,1270,,59667,,272984,,Massachusetts,CONSTRUCTION,90-94 employees
25,15--,25,9,11,856,,45366,,225827,,Massachusetts,CONSTRUCTION,95-99 employees
25,15--,27,15055,15082,89258,,3500063,,17100746,,Massachusetts,CONSTRUCTION,< 500 employees
25,15--,29,7,8,0,[e],0,(D),0,(D),Massachusetts,CONSTRUCTION,500-999 employees
25,15--,30,9,34,0,[h],0,(D),0,(D),Massachusetts,CONSTRUCTION,"1,000-1,499 employees"
25,15--,31,4,5,0,[b],0,(D),0,(D),Massachusetts,CONSTRUCTION,"1,500-2,499 employees"
25,15--,32,23,48,0,[h],0,(D),0,(D),Massachusetts,CONSTRUCTION,"2,500 + employees"
25,20--,01,9425,10084,455979,,19671767,,83219489,,Massachusetts,MANUFACTURING,Total
25,20--,02,597,597,0,,93192,,566319,,Massachusetts,MANUFACTURING,0 employees
25,20--,03,2453,2454,5701,,159580,,685294,,Massachusetts,MANUFACTURING,1-4 employees
25,20--,04,1557,1561,10440,,306500,,1189359,,Massachusetts,MANUFACTURING,5-9 employees
25,20--,06,930,932,10920,,345427,,1311348,,Massachusetts,MANUFACTURING,10-14 employees
25,20--,07,564,569,9478,,306050,,1119537,,Massachusetts,MANUFACTURING,15-19 employees
25,20--,08,6101,6113,36539,,1210749,,4871857,,Massachusetts,MANUFACTURING,< 20 employees
25,20--,10,401,405,8600,,291492,,1082346,,Massachusetts,MANUFACTURING,20-24 employees
25,20--,11,313,318,8295,,273741,,1002873,,Massachusetts,MANUFACTURING,25-29 employees
25,20--,12,249,252,7770,,278408,,1015083,,Massachusetts,MANUFACTURING,30-34 employees
25,20--,13,183,195,6666,,237031,,863476,,Massachusetts,MANUFACTURING,35-39 employees
25,20--,14,174,180,7133,,238656,,788798,,Massachusetts,MANUFACTURING,40-44 employees
25,20--,15,131,132,5910,,203672,,756229,,Massachusetts,MANUFACTURING,45-49 employees
25,20--,16,96,96,4777,,161420,,597904,,Massachusetts,MANUFACTURING,50-54 employees
25,20--,17,111,117,6156,,221563,,944985,,Massachusetts,MANUFACTURING,55-59 employees
25,20--,18,89,93,5367,,185049,,689488,,Massachusetts,MANUFACTURING,60-64 employees
25,20--,19,69,70,4467,,166627,,695016,,Massachusetts,MANUFACTURING,65-69 employees
25,20--,20,72,77,4958,,157594,,666898,,Massachusetts,MANUFACTURING,70-74 employees
25,20--,21,66,80,4672,,147434,,602225,,Massachusetts,MANUFACTURING,75-79 employees
25,20--,22,57,62,4477,,172835,,722211,,Massachusetts,MANUFACTURING,80-84 employees
25,20--,23,42,45,3291,,125628,,485932,,Massachusetts,MANUFACTURING,85-89 employees
25,20--,24,53,58,4406,,155272,,600772,,Massachusetts,MANUFACTURING,90-94 employees
25,20--,25,36,39,3080,,110366,,469487,,Massachusetts,MANUFACTURING,95-99 employees
25,20--,27,8868,9081,214299,,7641078,,31597349,,Massachusetts,MANUFACTURING,< 500 employees
25,20--,29,126,162,31303,,1296424,,5461347,,Massachusetts,MANUFACTURING,500-999 employees
25,20--,30,68,125,24744,,994796,,4790380,,Massachusetts,MANUFACTURING,"1,000-1,499 employees"
25,20--,31,81,112,25158,,1213930,,5400647,,Massachusetts,MANUFACTURING,"1,500-2,499 employees"
25,20--,32,282,604,160475,,8525539,,35969766,,Massachusetts,MANUFACTURING,"2,500 + employees"
25,40--,01,4692,6175,134523,,4975084,,26129630,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",Total
25,40--,02,531,531,0,,24295,,123051,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",0 employees
25,40--,03,2047,2047,4319,,102121,,492745,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",1-4 employees
25,40--,04,750,761,4877,,121195,,522832,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",5-9 employees
25,40--,06,292,300,3369,,94050,,331673,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",10-14 employees
25,40--,07,156,169,2484,,67282,,254044,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",15-19 employees
25,40--,08,3776,3808,15049,,408943,,1724345,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",< 20 employees
25,40--,10,109,111,2312,,59288,,167682,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",20-24 employees
25,40--,11,75,83,1886,,53148,,255956,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",25-29 employees
25,40--,12,61,65,1914,,45194,,186528,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",30-34 employees
25,40--,13,50,52,1536,,43601,,134314,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",35-39 employees
25,40--,14,35,38,1213,,29092,,106451,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",40-44 employees
25,40--,15,34,36,1443,,39493,,99362,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",45-49 employees
25,40--,16,24,30,941,,24698,,82990,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",50-54 employees
25,40--,17,20,27,811,,29119,,86654,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",55-59 employees
25,40--,18,22,26,0,[g],0,(D),0,(D),Massachusetts,"TRANSPORTATION, COMM., UTILITIES",60-64 employees
25,40--,19,14,15,934,,27304,,98290,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",65-69 employees
25,40--,20,10,12,0,[f],0,(D),0,(D),Massachusetts,"TRANSPORTATION, COMM., UTILITIES",70-74 employees
25,40--,21,11,14,454,,11800,,28421,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",75-79 employees
25,40--,22,14,20,640,,17216,,51967,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",80-84 employees
25,40--,23,6,6,0,[e],0,(D),0,(D),Massachusetts,"TRANSPORTATION, COMM., UTILITIES",85-89 employees
25,40--,24,8,10,0,[f],0,(D),0,(D),Massachusetts,"TRANSPORTATION, COMM., UTILITIES",90-94 employees
25,40--,25,7,7,318,,10367,,47941,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",95-99 employees
25,40--,27,4469,4715,48518,,1345314,,4886644,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",< 500 employees
25,40--,29,49,76,3868,,124985,,627564,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES",500-999 employees
25,40--,30,25,74,5081,,248020,,1471914,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES","1,000-1,499 employees"
25,40--,31,32,84,3719,,195092,,1583840,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES","1,500-2,499 employees"
25,40--,32,117,1226,73337,,3061673,,17559668,,Massachusetts,"TRANSPORTATION, COMM., UTILITIES","2,500 + employees"
25,50--,01,10423,11596,169643,,7687250,,119159702,,Massachusetts,WHOLESALE,Total
25,50--,02,835,835,0,,64942,,1115607,,Massachusetts,WHOLESALE,0 employees
25,50--,03,4116,4118,8900,,339800,,6020185,,Massachusetts,WHOLESALE,1-4 employees
25,50--,04,1846,1863,12131,,442722,,6115135,,Massachusetts,WHOLESALE,5-9 employees
25,50--,06,821,841,9375,,372259,,4345373,,Massachusetts,WHOLESALE,10-14 employees
25,50--,07,464,497,7349,,291462,,3109560,,Massachusetts,WHOLESALE,15-19 employees
25,50--,08,8082,8154,37755,,1511185,,20705860,,Massachusetts,WHOLESALE,< 20 employees
25,50--,10,290,320,5755,,222040,,2224154,,Massachusetts,WHOLESALE,20-24 employees
25,50--,11,190,217,4652,,180691,,3168000,,Massachusetts,WHOLESALE,25-29 employees
25,50--,12,159,194,4484,,173274,,1773927,,Massachusetts,WHOLESALE,30-34 employees
25,50--,13,110,129,3306,,133447,,1382091,,Massachusetts,WHOLESALE,35-39 employees
25,50--,14,94,119,3116,,138187,,1341063,,Massachusetts,WHOLESALE,40-44 employees
25,50--,15,78,101,3004,,125238,,1130057,,Massachusetts,WHOLESALE,45-49 employees
25,50--,16,55,67,2425,,102092,,1489146,,Massachusetts,WHOLESALE,50-54 employees
25,50--,17,64,75,2973,,139542,,4011142,,Massachusetts,WHOLESALE,55-59 employees
25,50--,18,47,56,1919,,92916,,1069913,,Massachusetts,WHOLESALE,60-64 employees
25,50--,19,26,35,1160,,45917,,466131,,Massachusetts,WHOLESALE,65-69 employees
25,50--,20,36,70,1745,,68855,,462025,,Massachusetts,WHOLESALE,70-74 employees
25,50--,21,33,40,1887,,87924,,860100,,Massachusetts,WHOLESALE,75-79 employees
25,50--,22,26,49,1614,,59481,,600284,,Massachusetts,WHOLESALE,80-84 employees
25,50--,23,35,39,2103,,86014,,889217,,Massachusetts,WHOLESALE,85-89 employees
25,50--,24,19,33,1220,,44880,,307963,,Massachusetts,WHOLESALE,90-94 employees
25,50--,25,16,27,967,,35847,,314510,,Massachusetts,WHOLESALE,95-99 employees
25,50--,27,9772,10341,109051,,4491142,,58307496,,Massachusetts,WHOLESALE,< 500 employees
25,50--,29,133,199,7070,,328293,,5935707,,Massachusetts,WHOLESALE,500-999 employees
25,50--,30,62,87,2611,,146674,,2663313,,Massachusetts,WHOLESALE,"1,000-1,499 employees"
25,50--,31,86,117,6351,,302314,,5328236,,Massachusetts,WHOLESALE,"1,500-2,499 employees"
25,50--,32,370,852,44560,,2418827,,46924950,,Massachusetts,WHOLESALE,"2,500 + employees"
25,52--,01,29047,39623,551033,,9029437,,63601531,,Massachusetts,RETAIL,Total
25,52--,02,3425,3437,0,,115620,,902975,,Massachusetts,RETAIL,0 employees
25,52--,03,11993,12020,27770,,435469,,3947538,,Massachusetts,RETAIL,1-4 employees
25,52--,04,5823,5923,38217,,564656,,4041179,,Massachusetts,RETAIL,5-9 employees
25,52--,06,2395,2553,27834,,402590,,2658012,,Massachusetts,RETAIL,10-14 employees
25,52--,07,1295,1440,21448,,307984,,2039925,,Massachusetts,RETAIL,15-19 employees
25,52--,08,24931,25373,115269,,1826319,,13589629,,Massachusetts,RETAIL,< 20 employees
25,52--,10,798,895,16976,,259777,,1678797,,Massachusetts,RETAIL,20-24 employees
25,52--,11,511,597,13339,,206411,,1378764,,Massachusetts,RETAIL,25-29 employees
25,52--,12,416,481,12879,,201855,,1353487,,Massachusetts,RETAIL,30-34 employees
25,52--,13,327,425,11680,,190258,,1243638,,Massachusetts,RETAIL,35-39 employees
25,52--,14,231,328,9187,,158768,,1149393,,Massachusetts,RETAIL,40-44 employees
25,52--,15,193,263,8819,,161722,,1338956,,Massachusetts,RETAIL,45-49 employees
25,52--,16,136,202,6749,,120845,,997309,,Massachusetts,RETAIL,50-54 employees
25,52--,17,133,182,7236,,107153,,720555,,Massachusetts,RETAIL,55-59 employees
25,52--,18,91,137,5031,,96593,,729179,,Massachusetts,RETAIL,60-64 employees
25,52--,19,83,115,4993,,89042,,703538,,Massachusetts,RETAIL,65-69 employees
25,52--,20,58,81,3986,,75236,,639258,,Massachusetts,RETAIL,70-74 employees
25,52--,21,51,96,3495,,59135,,519331,,Massachusetts,RETAIL,75-79 employees
25,52--,22,64,143,4421,,82993,,645059,,Massachusetts,RETAIL,80-84 employees
25,52--,23,34,88,2517,,46434,,406246,,Massachusetts,RETAIL,85-89 employees
25,52--,24,38,81,2982,,54193,,487305,,Massachusetts,RETAIL,90-94 employees
25,52--,25,30,69,2530,,52728,,400215,,Massachusetts,RETAIL,95-99 employees
25,52--,27,28543,31199,278391,,4657628,,34343005,,Massachusetts,RETAIL,< 500 employees
25,52--,29,96,759,11724,,209412,,1407845,,Massachusetts,RETAIL,500-999 employees
25,52--,30,56,410,7847,,132261,,791913,,Massachusetts,RETAIL,"1,000-1,499 employees"
25,52--,31,67,604,12733,,179200,,1276695,,Massachusetts,RETAIL,"1,500-2,499 employees"
25,52--,32,285,6651,240338,,3850936,,25782073,,Massachusetts,RETAIL,"2,500 + employees"
25,60--,01,10291,14335,247005,,12655110,,100012769,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",Total
25,60--,02,1138,1138,0,,78718,,593758,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",0 employees
25,60--,03,5478,5495,11238,,356495,,2207090,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",1-4 employees
25,60--,04,1553,1624,9941,,375097,,1486630,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",5-9 employees
25,60--,06,496,591,5642,,251145,,1028395,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",10-14 employees
25,60--,07,236,303,3794,,150727,,584824,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",15-19 employees
25,60--,08,8901,9151,30615,,1212182,,5900697,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",< 20 employees
25,60--,10,167,208,3497,,162106,,505474,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",20-24 employees
25,60--,11,91,127,2225,,101113,,302228,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",25-29 employees
25,60--,12,85,120,2505,,114685,,401352,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",30-34 employees
25,60--,13,63,107,2072,,81262,,429377,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",35-39 employees
25,60--,14,50,126,1901,,69862,,293238,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",40-44 employees
25,60--,15,52,85,1873,,114481,,497334,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",45-49 employees
25,60--,16,40,91,1693,,79159,,319538,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",50-54 employees
25,60--,17,27,52,1475,,67276,,279781,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",55-59 employees
25,60--,18,21,35,1020,,36209,,183576,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",60-64 employees
25,60--,19,26,54,1486,,50620,,216654,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",65-69 employees
25,60--,20,22,41,1176,,51717,,198906,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",70-74 employees
25,60--,21,22,61,1228,,45445,,173181,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",75-79 employees
25,60--,22,18,29,1062,,43304,,198310,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",80-84 employees
25,60--,23,16,40,1134,,34186,,202191,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",85-89 employees
25,60--,24,13,56,1079,,35893,,223267,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",90-94 employees
25,60--,25,8,25,714,,20984,,70306,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",95-99 employees
25,60--,27,9911,11550,87527,,3620222,,21444961,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",< 500 employees
25,60--,29,83,244,10447,,558957,,2572899,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE",500-999 employees
25,60--,30,45,141,6580,,332193,,3905444,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE","1,000-1,499 employees"
25,60--,31,51,169,8947,,381816,,3352748,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE","1,500-2,499 employees"
25,60--,32,201,2231,133504,,7761922,,68736717,,Massachusetts,"FINANCE, INSURANCE, REAL ESTATE","2,500 + employees"
25,70--,01,58286,66097,1188644,,37344039,,92835921,,Massachusetts,SERVICES,Total
25,70--,02,6532,6539,0,,330180,,1178618,,Massachusetts,SERVICES,0 employees
25,70--,03,28620,28651,59784,,1747733,,6187739,,Massachusetts,SERVICES,1-4 employees
25,70--,04,10253,10377,66593,,1936592,,5363694,,Massachusetts,SERVICES,5-9 employees
25,70--,06,3730,3871,42970,,1301658,,3220342,,Massachusetts,SERVICES,10-14 employees
25,70--,07,1814,1948,29854,,987496,,2334274,,Massachusetts,SERVICES,15-19 employees
25,70--,08,50949,51386,199201,,6303659,,18284667,,Massachusetts,SERVICES,< 20 employees
25,70--,10,1146,1278,24469,,771252,,1918565,,Massachusetts,SERVICES,20-24 employees
25,70--,11,731,834,18743,,575711,,1370295,,Massachusetts,SERVICES,25-29 employees
25,70--,12,580,722,17619,,546524,,1358120,,Massachusetts,SERVICES,30-34 employees
25,70--,13,436,550,14994,,449305,,1000973,,Massachusetts,SERVICES,35-39 employees
25,70--,14,318,396,12508,,379759,,810062,,Massachusetts,SERVICES,40-44 employees
25,70--,15,284,353,12237,,360518,,807428,,Massachusetts,SERVICES,45-49 employees
25,70--,16,215,267,10102,,315361,,689129,,Massachusetts,SERVICES,50-54 employees
25,70--,17,162,213,8052,,268810,,616721,,Massachusetts,SERVICES,55-59 employees
25,70--,18,147,223,8143,,250554,,561777,,Massachusetts,SERVICES,60-64 employees
25,70--,19,131,157,7752,,229245,,545992,,Massachusetts,SERVICES,65-69 employees
25,70--,20,130,232,8163,,225352,,507071,,Massachusetts,SERVICES,70-74 employees
25,70--,21,119,173,8112,,274615,,633160,,Massachusetts,SERVICES,75-79 employees
25,70--,22,96,145,6494,,178533,,451482,,Massachusetts,SERVICES,80-84 employees
25,70--,23,76,117,5732,,169208,,373068,,Massachusetts,SERVICES,85-89 employees
25,70--,24,83,152,5769,,170668,,472435,,Massachusetts,SERVICES,90-94 employees
25,70--,25,105,171,8381,,237379,,626333,,Massachusetts,SERVICES,95-99 employees
25,70--,27,57287,61443,603057,,18374504,,46190887,,Massachusetts,SERVICES,< 500 employees
25,70--,29,286,1018,96583,,2910559,,6679880,,Massachusetts,SERVICES,500-999 employees
25,70--,30,138,511,58365,,1685238,,3940756,,Massachusetts,SERVICES,"1,000-1,499 employees"
25,70--,31,122,384,61137,,2086568,,4982850,,Massachusetts,SERVICES,"1,500-2,499 employees"
25,70--,32,453,2741,369502,,12287170,,31041548,,Massachusetts,SERVICES,"2,500 + employees"
25,99--,01,482,482,1196,,19311,,67291,,Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,Total
25,99--,02,343,343,0,,5046,,20502,,Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,0 employees
25,99--,03,104,104,196,,2389,,8199,,Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,1-4 employees
25,99--,04,25,25,158,,1566,,5698,,Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,5-9 employees
25,99--,06,3,3,38,,548,,1692,,Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,10-14 employees
25,99--,08,475,475,392,,9549,,36091,,Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,< 20 employees
25,99--,10,1,1,0,[b],0,(D),0,(D),Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,20-24 employees
25,99--,12,1,1,0,[b],0,(D),0,(D),Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,30-34 employees
25,99--,19,1,1,0,[b],0,(D),0,(D),Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,65-69 employees
25,99--,20,1,1,0,[b],0,(D),0,(D),Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,70-74 employees
25,99--,27,482,482,1196,,19311,,67291,,Massachusetts,NONCLASSIFIABLE ESTABLISHMENTS,< 500 employees
26,----,01,193826,235308,3844460,,120366754,,704051713,,Michigan,TOTAL OVER ALL INDUSTRIES,Total
26,----,02,25083,25173,0,,1063575,,6386691,,Michigan,TOTAL OVER ALL INDUSTRIES,0 employees
26,----,03,84146,84274,181979,,4425436,,30364230,,Michigan,TOTAL OVER ALL INDUSTRIES,1-4 employees
26,----,04,36700,37170,241519,,5645677,,29310234,,Michigan,TOTAL OVER ALL INDUSTRIES,5-9 employees
26,----,06,14708,15394,171353,,4275470,,19391777,,Michigan,TOTAL OVER ALL INDUSTRIES,10-14 employees
26,----,07,7508,8219,125111,,3251557,,15121688,,Michigan,TOTAL OVER ALL INDUSTRIES,15-19 employees
26,----,08,168145,170230,719962,,18661715,,100574620,,Michigan,TOTAL OVER ALL INDUSTRIES,< 20 employees
26,----,10,4614,5298,99724,,2707806,,12912327,,Michigan,TOTAL OVER ALL INDUSTRIES,20-24 employees
26,----,11,3134,3751,83095,,2303112,,10100860,,Michigan,TOTAL OVER ALL INDUSTRIES,25-29 employees
26,----,12,2344,2916,72995,,1989220,,8758713,,Michigan,TOTAL OVER ALL INDUSTRIES,30-34 employees
26,----,13,1713,2203,61459,,1691558,,8707849,,Michigan,TOTAL OVER ALL INDUSTRIES,35-39 employees
26,----,14,1385,1918,56079,,1526637,,7823588,,Michigan,TOTAL OVER ALL INDUSTRIES,40-44 employees
26,----,15,1022,1415,46364,,1248883,,5789594,,Michigan,TOTAL OVER ALL INDUSTRIES,45-49 employees
26,----,16,855,1297,42164,,1169778,,6455616,,Michigan,TOTAL OVER ALL INDUSTRIES,50-54 employees
26,----,17,704,1144,38234,,1014648,,4748653,,Michigan,TOTAL OVER ALL INDUSTRIES,55-59 employees
26,----,18,574,883,33955,,907592,,4629605,,Michigan,TOTAL OVER ALL INDUSTRIES,60-64 employees
26,----,19,501,848,31675,,896999,,3752482,,Michigan,TOTAL OVER ALL INDUSTRIES,65-69 employees
26,----,20,403,658,27199,,727170,,4190504,,Michigan,TOTAL OVER ALL INDUSTRIES,70-74 employees
26,----,21,395,680,27887,,771754,,3841373,,Michigan,TOTAL OVER ALL INDUSTRIES,75-79 employees
26,----,22,345,628,25710,,755103,,3491002,,Michigan,TOTAL OVER ALL INDUSTRIES,80-84 employees
26,----,23,315,569,25426,,749389,,3867287,,Michigan,TOTAL OVER ALL INDUSTRIES,85-89 employees
26,----,24,270,535,22152,,693710,,3502768,,Michigan,TOTAL OVER ALL INDUSTRIES,90-94 employees
26,----,25,228,472,19564,,569374,,3251181,,Michigan,TOTAL OVER ALL INDUSTRIES,95-99 employees
